Section,Table/Figure,Title,Period,Country,Age_group,Breakdown/Measure,Data_type,Value,Value_Denominator,Value_Numerator
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,26-39,Female - Not prescribed statins,Percentage,78.9,64815,51160
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,26-39,Female - Prescribed statins,Percentage,21.1,64815,13655
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,26-39,Female - Total,Percentage,100,64815,64815
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,40-59,Female - Not prescribed statins,Percentage,37.1,431270,159895
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,40-59,Female - Prescribed statins,Percentage,62.9,431270,271370
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,40-59,Female - Total,Percentage,100,431270,431270
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,60-79,Female - Not prescribed statins,Percentage,20.8,739720,153660
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,60-79,Female - Prescribed statins,Percentage,79.2,739720,586060
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,60-79,Female - Total,Percentage,100,739720,739720
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,<12,Male - Not prescribed statins,Percentage,100,45,45
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,<12,Male - Prescribed statins,Percentage,0,45,0
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,<12,Male - Total,Percentage,100,45,45
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales, 12-15,Male - Not prescribed statins,Percentage,100,275,275
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales, 12-15,Male - Prescribed statins,Percentage,1.8,275,5
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales, 12-15,Male - Total,Percentage,100,275,275
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,16-18,Male - Not prescribed statins,Percentage,96.6,445,430
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,16-18,Male - Prescribed statins,Percentage,3.4,445,15
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,16-18,Male - Total,Percentage,100,445,445
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,19-25,Male - Not prescribed statins,Percentage,89.8,3780,3395
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,19-25,Male - Prescribed statins,Percentage,10.2,3780,385
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,19-25,Male - Total,Percentage,100,3780,3780
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,26-39,Male - Not prescribed statins,Percentage,65.3,62650,40935
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,26-39,Male - Prescribed statins,Percentage,34.7,62650,21715
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,26-39,Male - Total,Percentage,100,62650,62650
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,40-59,Male - Not prescribed statins,Percentage,29.1,606075,176145
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,40-59,Male - Prescribed statins,Percentage,70.9,606075,429930
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,40-59,Male - Total,Percentage,100,606075,606075
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,60-79,Male - Not prescribed statins,Percentage,17.3,992210,171775
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,60-79,Male - Prescribed statins,Percentage,82.7,992210,820435
Antihypertensive treatment and statins,Figure 16,Percentage of people with type 2 diabetes by age group prescription of statins and sex,2021-22,England and Wales,60-79,Male - Total,Percentage,100,992210,992210
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value <= 58 mmol/mol by sex,2021-22,England and Wales,<40,Female,Percentage,56.7,62080,35230
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value <= 58 mmol/mol by sex,2021-22,England and Wales,<40,Male,Percentage,49.3,55400,27335
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value <= 58 mmol/mol by ethnicity,2021-22,England and Wales,<40,Asian,Percentage,56.3,35255,19835
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value <= 58 mmol/mol by ethnicity,2021-22,England and Wales,<40,Black,Percentage,55,8180,4495
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value <= 58 mmol/mol by ethnicity,2021-22,England and Wales,<40,Mixed,Percentage,55.9,2540,1420
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value <= 58 mmol/mol by ethnicity,2021-22,England and Wales,<40,White,Percentage,51.2,60775,31125
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value <= 58 mmol/mol by ethnicity,2021-22,England and Wales,<40,Other,Percentage,55.3,2505,1385
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value <= 58 mmol/mol by ethnicity,2021-22,England and Wales,<40,Not stated/Not known,Percentage,52.4,8255,4325
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value <= 58 mmol/mol by diabetes duration,2021-22,England and Wales,<40,<2 years,Percentage,62.8,41765,26240
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value <= 58 mmol/mol by diabetes duration,2021-22,England and Wales,<40,2-9 years,Percentage,50.8,61760,31370
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value <= 58 mmol/mol by diabetes duration,2021-22,England and Wales,<40,10 years and over,Percentage,35.2,13700,4820
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value <= 58 mmol/mol by diabetes duration,2021-22,England and Wales,<40,Unknown,Percentage,53.6,280,150
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value <= 58 mmol/mol by deprivation quintile,2021-22,England and Wales,<40,Most deprived,Percentage,51.7,40510,20950
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value <= 58 mmol/mol by deprivation quintile,2021-22,England and Wales,<40,2nd most deprived,Percentage,53,29920,15860
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value <= 58 mmol/mol by deprivation quintile,2021-22,England and Wales,<40,3rd most deprived,Percentage,54.2,21605,11705
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value <= 58 mmol/mol by deprivation quintile,2021-22,England and Wales,<40,2nd least deprived,Percentage,55.9,14260,7970
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value <= 58 mmol/mol by deprivation quintile,2021-22,England and Wales,<40,Least deprived,Percentage,56.7,9655,5475
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value <= 58 mmol/mol by deprivation quintile,2021-22,England and Wales,<40,Unknown,Percentage,39.4,1560,615
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value > 86 mmol/mol by ethnicity,2021-22,England and Wales,<40,Asian,Percentage,13.8,35255,4855
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value > 86 mmol/mol by ethnicity,2021-22,England and Wales,<40,Black,Percentage,20.4,8180,1670
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value > 86 mmol/mol by ethnicity,2021-22,England and Wales,<40,Mixed,Percentage,17.7,2540,450
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value > 86 mmol/mol by ethnicity,2021-22,England and Wales,<40,White,Percentage,17.2,60775,10455
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value > 86 mmol/mol by ethnicity,2021-22,England and Wales,<40,Other,Percentage,14.8,2505,370
Overview report - Key finding 2,N/A,Percentage of young people with type 2 diabetes with a HbA1c value > 86 mmol/mol by ethnicity,2021-22,England and Wales,<40,Not stated/Not known,Percentage,17.2,8255,1420
